age,employment_years,annual_income_inr,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,ltv_ratio_missing,high_missed_payments,app_month,app_quarter,app_days_since_ref,loan_to_income_ratio,dti_credit_risk,income_per_year_employed,monthly_income,emi_burden_ratio,credit_enquiry_risk,repayment_risk_score,loan_to_savings_ratio,savings_buffer_months,loan_per_month,age_employment_gap,credit_band,dti_band,gender_Male,education_Graduate,education_No_Formal,education_Post_Graduate,education_Undergraduate,state_DL,state_GJ,state_KA,state_MH,state_RJ,state_TN,state_TS,state_UP,state_WB,urban_rural_Semi_Urban,urban_rural_Urban,employment_type_Government,employment_type_Retired,employment_type_Salaried,employment_type_Self_Employed,loan_type_Education_Loan,loan_type_Gold_Loan,loan_type_Home_Loan,loan_type_MSME_Loan,loan_type_Personal_Loan
-0.8181818181818182,0.1875,0.747991362501904,-0.4146520392014356,0.0,-0.8587876735523198,0.22727272727272727,-0.5,-0.8590604026845639,1.879,1,1.0,-0.5,-0.9146747395327768,0,0,5,2,-0.5673352435530086,-0.5246544447762586,-0.8652295471945867,0.2607411372486573,0.747991362501904,-0.586964192649581,0.7991822777439871,0.17831134657637257,3.322884330023895,-0.714298082653499,-0.14602760366112233,-0.9130434782608695,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.5454545454545454,-0.0625,0.0391108602390869,0.732624233158687,-0.42857142857142855,-0.021672875042329856,0.5,0.0,-0.6543624161073825,0.0,0,-1.0,-0.5,-0.2812580890441985,1,0,12,4,0.045845272206303724,0.5381594486117146,-0.7019139950667892,0.08638637615132125,0.039110860239086824,0.5640232872424157,-0.9001513917236886,-0.9982050338382544,0.9610801359202162,-0.2307368552699549,2.327360667215106,0.5652173913043478,4.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.7727272727272727,-0.1875,0.5208774168741992,-0.26854901674354226,1.4285714285714286,0.12868269556383333,-0.30113636363636365,1.0,-0.3926174496644295,0.0,1,-0.25,0.0,-0.29576578981427554,1,0,6,2,0.5329512893982808,-0.4042471273902198,-0.32399877680701017,0.5646346317010928,0.5208774168741994,-0.32158096550785664,-0.17493293893635728,0.0059902038757442145,0.02279138845849223,-0.38800803021405456,-0.3769624741509923,0.8695652173913043,1.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3181818181818182,-0.6875,-0.3255034399842587,-0.7492893179679802,0.0,-0.2817473755502879,-0.3522727272727273,0.0,0.3221476510067115,0.0,0,0.75,0.0,-0.1168644437973209,1,0,2,1,0.20057306590257878,-0.5338611804543614,0.4630204819094864,1.2003568390390842,-0.32550343998425874,-0.5131824162307954,0.8149369696923765,0.6981149392020164,-0.4924769989214411,0.16293012759468617,-0.37306427673616893,0.782608695652174,1.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.7272727272727273,-0.25,-0.10296951489328794,-0.16702949057035757,1.4285714285714286,-0.6217406027768372,-0.6079545454545454,-1.0,0.4630872483221477,0.0,1,0.75,-0.5,0.1658395618973662,1,0,9,3,0.7535816618911175,-0.07793906501300714,0.7456578395208462,0.18193288046374012,-0.102969514893288,-0.24995310726289374,0.9394794519639965,0.27544466804315215,-0.19495160494703126,0.2033926242283278,-0.3537499410301842,0.8695652173913043,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.2727272727272727,0.875,0.5943976960407974,0.7671912614051749,-0.2857142857142857,0.6962411107348462,-0.5170454545454546,-1.0,-0.3288590604026845,0.0,0,0.0,-0.5,-0.48855602472011905,1,0,12,4,0.04011461318051576,0.13449243604722516,-0.20113495522681718,-0.1415692123064388,0.5943976960407976,0.5037238015719788,0.12460802654032492,-0.28872327446756507,1.6539712652648493,-0.4990016526741665,1.4345321536063853,-0.8695652173913043,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-0.8181818181818182,1.0,-0.5988794235693263,0.3807030389520171,-0.14285714285714285,0.5336945479173719,-0.2897727272727273,-1.0,-0.785234899328859,0.0,0,0.0,0.0,-0.4657732317349382,1,0,10,4,0.9140401146131805,1.4374974708494266,-0.7455784246817626,-0.5125832678558752,-0.5988794235693263,2.0469885003346704,0.06394445286774761,0.16988838077756271,1.0665204190602273,0.06874545226089315,0.6233805569123109,-1.4782608695652173,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
-0.5,-0.5,-0.3362679698681338,0.9130270068201798,2.142857142857143,-0.4334575008465969,-0.6136363636363636,0.0,-0.802013422818792,0.0,0,0.75,0.5,-0.3763124474212127,1,0,1,1,-0.9541547277936963,1.3394137152753514,-0.7261563706647348,0.3819658342090666,-0.3362679698681338,0.9105432529367657,0.9424528329946861,1.3709675084339752,1.4028933978336302,-0.09499979823855327,-0.21582687809014617,-0.13043478260869565,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.5,-0.5,0.8320015293235689,-0.7983186026627777,-0.14285714285714285,-0.4686759227903829,0.9488636363636364,1.0,0.9832214765100673,0.0,0,0.25,0.0,0.7793571636575423,1,0,8,3,-0.30945558739255014,-0.7183442836806199,0.5780710814448465,1.8405787490264258,0.8320015293235689,-0.6778571622184734,0.011003864780778047,0.01112148385660349,-0.6097295552620713,0.024677302291333712,-0.3724311464782282,0.8260869565217391,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.6818181818181818,-0.3125,-0.9486933986307278,0.38627853438272347,0.0,0.6786318997629528,0.36363636363636365,-0.5,0.533557046979866,0.0,0,1.0,2.0,-0.19609258719989647,1,0,11,4,-0.04297994269340974,4.792455406083411,0.3956536162839021,-0.47122236478398916,-0.948693398630728,6.609706353414074,0.747602654540213,2.28161150591601,0.4946359505903426,2.302696657994795,0.3973685578809847,0.8695652173913043,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.36363636363636365,0.625,0.9814892944639896,-0.08193425907773769,2.142857142857143,-0.7070775482560111,-0.42045454545454547,0.5,-0.06040268456375826,0.0,1,-0.5,0.0,0.7269401572510192,1,0,11,4,-0.045845272206303724,-0.40931569816762853,0.07030668008324956,0.07955986424542207,0.9814892944639899,-0.49195015131179826,-0.4011169484952273,-0.13445148237520235,-0.3198064507697033,-0.050881389721947695,-0.3866869797803035,-0.08695652173913043,1.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.45454545454545453,0.8125,-0.40051762832703314,0.5340550482352793,0.7142857142857143,-0.36979343040975293,-0.5625,-0.5,-0.5805369127516778,1.924,0,-0.5,0.5,0.9953589108910891,0,0,10,4,-0.1489971346704871,1.0546663903923446,-0.47800111768730086,-0.43295987545910003,-0.40051762832703325,0.7489338686008398,-0.3812414329930582,0.4388430924384613,-0.15481190858163488,1.5018746255127515,-0.01924979100647892,-0.13043478260869565,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
